Movie,Path
Six Ways to Sunday (1997),[1M-5M[#< 1M*< 1M#Good
Time Out of Mind (2014),< 1M#Below average
Raavanan (2010),More than six months#[5M-10M[*[5M-10M[#< 1M*< 1M#Good
Maximum Force (1992),1.5 hours#One month
Mxico de mis recuerdos (1963),2 hours#One month
Source Code (2011),[10M-50M[#> 100M*> 100M#Good
Elias (2002),30 minutes#Two months
A Footnote in Ballet History? (2016),Two months#[50K-100K[
The Odd Couple II (1998),[10M-100M[#Good
Rockets' Red Glare (2000),[500K-1M[#[1M-10M[*[1M-10M[#Good
Munafik (2016),[100K-500K[#[1M-10M[*[1M-10M[#Good
Wszystko, co kocham (2009),Two months#[500K-1M[
Shades of Red (2016),< 1K#< 1M
Lo mejor de Eva (2011),Two months#[1M-5M[*[1M-5M[#< 1M*< 1M#Below average
Et Dieu... cra la femme (1956),1.5 hours#Three months*Three months#[100K-500K[*[100K-500K[#[1M-10M[*[1M-10M[#Good
Destroying Angel (2011),30 minutes#One month
Les vilains (2016),Two months#[10K-50K[
Nel mio amore (2004),< 1M#Below average
Scars of Dracula (1970),Two months#[100K-500K[
Volavrunt (1999),2 hours#Three months*[1M-10M[#Below average
Teen Kanya (1961),< 1M#Excellent
Buddhism Revolutions (2010),More than six months#[1K-5K[
Elisa, vida ma (1977),< 1M#Good
Christmas Wish (2011),Less than 15 minutes#Less than a week
Something Wild (1986),[1M-10M[#Good
Mr. Smith Goes to Washington (1939),2 hours#Four months*Four months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Excellent
La tte de Normande St-Onge (1975),Five months#[100K-500K[
Kukkia & sidontaa (2004),2 hours#Three months*Three months#[1M-5M[*[1M-5M[#< 1M*< 1M#Below average
Toni Erdmann (2016),Four months#[1M-5M[
We Not Naughty (2012),[500K-1M[#[1M-10M[*[1M-10M[#Good
El buen amor (1963),< 1M#Good
One Missed Call (2008),[10M-50M[#[10M-100M[*[10M-100M[#Bad
Hopper's Fortune (2009),Less than 15 minutes#Less than a week
The Big Short (2015),[10M-50M[#> 100M*> 100M#Good
Paljas (1998),< 1M#Good
La veuve de Saint-Pierre (2000),[10M-50M[#[1M-10M[*[1M-10M[#Good
L'avventuriero (1967),[1M-5M[#< 1M*< 1M#Good
Rachel and the Stranger (1948),2 hours#Three months*< 1M#Good
Franklin: A Symphony of Pain (2015),2 hours#More than six months
Gremlins (1984),Four months#[10M-50M[*[10M-50M[#> 100M*> 100M#Good
The Good Guy (2009),[5M-10M[#< 1M*< 1M#Below average
Bedtime Story (1964),< 1M#Good
Touchstone: Dancing with Angels (2008),1.5 hours#More than six months*More than six months#[5K-10K[
Doa Francisquita (1952),< 1M#Good
Cach (2005),[5M-10M[#[1M-10M[*[1M-10M[#Good
Mandie and the Secret Tunnel (2009),Two months#[500K-1M[
Moordwijven (2007),Three months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Below average
A Walk in the Woods (2015),[5M-10M[#[10M-100M[*[10M-100M[#Good
Kong Hong: Lost in Love (2010),2 hours#One month*One month#[100K-500K[
The Coming of Age (2016),Less than a week#[10K-50K[
What Just Happened (2008),Two months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Below average
Yeh Dil (2003),< 1M#Below average
Boxhagener Platz (2010),2 hours#Two months
Los crmenes de Petiot (1973),< 1M#Below average
Kissing Jessica Stein (2001),Four months#[500K-1M[*[500K-1M[#[1M-10M[*[1M-10M[#Good
Chunhyangdyun (2000),< 1M#Good
Murder by Television (1935),1 hour#One month*One month#[10K-50K[
Circle of Friends (1995),[10M-100M[#Good
Go Get Some Rosemary (2009),< 1M#Good
Macumba Love (1960),[1M-10M[#Below average
Like Dandelion Dust (2009),2 hours#Two months*Two months#[1M-5M[*[1M-5M[#< 1M*< 1M#Good
bout portant (2010),[10M-50M[#< 1M*< 1M#Good
The Man with Two Brains (1983),[1M-10M[#Good
Lift Junkie (2011),Less than a week#[1K-5K[
The First $20 Million Is Always the Hardest (2002),[10M-50M[#< 1M*< 1M#Below average
La endemoniada (1975),< 1M#Below average
Face/Off (1997),Three months#>= 50M*>= 50M#> 100M*> 100M#Good
Vivan los novios! (1970),< 1M#Good
Flores De Asfalto (2008),[1M-5M[#[1M-10M[
Black Sunday (1977),[10M-100M[#Good
Voices from the New Jungle (2015),Three months#[1K-5K[
Le doulos (1963),< 1M#Good
Battle Circus (1953),Two months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Below average
The Long Day Closes (1992),< 1M#Good
La nostra terra (2014),< 1M#Good
Costumes from the Films of Visconti (1978),Less than 15 minutes#Two months
Let's Kill Ward's Wife (2014),Three months#[1M-5M[
The Death of Rasputin (2016),Less than a week#[10K-50K[
Suicide Notes (2013),Three months#[500K-1M[
Rave Revues: Hey, Hey Blow Them Away (1988),Less than 15 minutes#Less than a week*Less than a week#[5K-10K[
White Christmas (1954),[10M-100M[#Good
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Three months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Excellent
La grande sduction (2003),[1M-10M[#Good
Tip Pit (2012),1 hour#More than six months
The Yes Men Are Revolting (2014),< 1M#Good
Least Among Saints (2012),< 1M#Good
Swingers (2002),One month#[10K-50K[
Ja wam pokaze! (2006),Two months#[1M-5M[
Charge Over You (2010),One month#[10K-50K[
The Dirty Picture (2011),[1M-5M[#[1M-10M[*[1M-10M[#Good
Auch Lgen will gelernt sein (2010),1.5 hours#Two months*Two months#[1M-5M[
Party Fever (1938),Less than 15 minutes#Less than a week*Less than a week#[10K-50K[*[10K-50K[#< 1M*< 1M#Good
Die Storie van Klara Viljee (1992),< 1M#Excellent
Gone in Sixty Seconds (2000),3 hours#Five months*Five months#>= 50M*>= 50M#> 100M*> 100M#Good
The Color Purple (1985),Three months#[10M-50M[*[10M-50M[#> 100M*> 100M#Good
Imaginaerum (2012),One month#[1M-5M[
On the Rhumba River (2007),< 1M#Good
The Times of Harvey Milk (1984),< 1M#Excellent
The Man and His Music (1981),1 hour#Less than a week
Special (2006),[500K-1M[#< 1M*< 1M#Good
Kite Circuit (2006),Less than a week#[5K-10K[
How I Got Lost (2009),[100K-500K[#< 1M*< 1M#Below average
Deo Pon (2015),< 1M#Good
Bandido (1956),[1M-10M[#Good
Same Room, Same Time (2008),30 minutes#Less than a week
Tehzeeb (2003),< 1M#Good
Manon des sources (1986),[1M-10M[#Excellent
Bridge to Terabithia (2007),[10M-50M[#> 100M*> 100M#Good
The Wraith (1986),Four months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Below average
Room to Rent (2000),< 1M#Good
Hairspray (1988),Two months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Good
The Sicilian (1987),[5M-10M[#[1M-10M[*[1M-10M[#Below average
Jug jugoistok (2005),[50K-100K[#< 1M*< 1M#Below average
University Heights (2004),2 hours#Three months*Three months#< 1K
Mr Easy Guy (2010),Less than a week#< 1K
Chrysanthemum (2013),Less than a week#[50K-100K[
Charlie & Me (2008),1.5 hours#One month
La doublure (2006),1.5 hours#Five months*Five months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Good
Vet hard (2005),More than six months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Good
Patrimonio nacional (1981),[1M-10M[#Good
Sweet 'n Short (1991),< 1M#Good
Gymkata (1985),[1M-10M[#Below average
Talentime (2009),[100K-500K[#< 1M*< 1M#Good
Basic Instinct 2 (2006),Five months#>= 50M*>= 50M#[10M-100M[*[10M-100M[#Below average
Inside I'm Dancing (2004),< 1M#Good
Se sei vivo spara (1967),< 1M#Good
Eleven Hundred to Lubbock (2016),Less than a week#[1K-5K[
Harvest of Hate (1979),Three months#[100K-500K[
Bert - Den siste oskulden (1995),[1M-10M[#Below average
The Patriot (2000),Five months#>= 50M*>= 50M#> 100M*> 100M#Good
The Wrong Girl (1999),2 hours#Three months
Tagore (2003),[1M-10M[#Good
Willow (1988),More than six months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Les yeux ne veulent pas en tout temps se fermer, ou Peut-tre qu'un jour Rome se permettra de choisir  son tour (1970),Three months#[50K-100K[
From the Terrace (1960),[10M-100M[#Good
Hamam (1997),[1M-10M[#Good
Haza kell vinni a Tibit (2016),Less than a week#< 1K
Beyond Belief: Honeymoon at Burning Man (2009),1.5 hours#One month*One month#[10K-50K[
The Shipping News (2001),Four months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Theft by Deception (2010),2 hours#Three months*Three months#[100K-500K[
Reckless Kelly (1993),[1M-10M[#Below average
First Descent (2005),< 1M#Good
Viridiana (1961),< 1M#Excellent
Never Back Down (2008),[10M-50M[#[10M-100M[*[10M-100M[#Good
Double Impact (1991),Two months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Below average
Multiplicity (1996),Five months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Ludwig (1973),More than 3 hours#Five months*< 1M#Good
French Kiss (1995),[10M-100M[#Good
Corruption.Gov (2010),One month#[1M-5M[
Fade Out (2016),Less than a week#[5K-10K[
Somos gente honrada (2013),Three months#[1M-5M[*[1M-5M[#< 1M*< 1M#Below average
Blue Jacket Black Bag (2009),Less than a week#< 1K
Dorsvloer vol confetti (2014),< 1M#Good
La jument verte (1959),1.5 hours#Two months
Cirque du Soleil: Worlds Away (2012),[10M-100M[#Good
Little Darlings (1980),[10M-100M[#Good
Refraction (2007),Less than 15 minutes#One month*One month#[10K-50K[
Relative Values (2000),< 1M#Good
Naked City: A Killer Christmas (1998),2 hours#Two months
Behaving Badly (2009),One month#[500K-1M[
Miss Leslie's Dolls (1973),1.5 hours#More than six months
Lidice (2011),3 hours#Two months*Two months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Good
Juego (2010),Less than 15 minutes#Less than a week*Less than a week#< 1K
Si-che-ga Dol-a-wass-da (2012),Four months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Good
Curse of the Pink Panther (1983),[10M-50M[#[1M-10M[*[1M-10M[#Below average
Zombi Holocaust (1980),< 1M#Below average
A Force of One (1979),[10M-100M[#Below average
Saving Christmas (2014),[100K-500K[#[1M-10M[*[1M-10M[#Bad
I Am Sam (2001),[10M-50M[#[10M-100M[*[10M-100M[#Good
Porphyrophobia (2014),Less than a week#[5K-10K[
Unforgiven (1992),Three months#[10M-50M[*[10M-50M[#> 100M*> 100M#Excellent
Natale in crociera (2007),[10M-100M[#Bad
IceBreaker (2009),Five months#[10K-50K[
Ernst, Bobbie en de geslepen Onix (2007),[1M-10M[#Below average
The Other Guys (2010),>= 50M#> 100M*> 100M#Good
Von Ryan's Express (1965),[5M-10M[#[10M-100M[*[10M-100M[#Good
Play It to the Bone (1999),Two months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Below average
Angel (2008),30 minutes#Three months
Pa negre (2010),[5M-10M[#[1M-10M[*[1M-10M[#Good
Mr. Bean's Holiday (2007),[10M-50M[#> 100M*> 100M#Good
Uno straniero a Paso Bravo (1968),< 1M#Good
Gummo (1997),[1M-5M[#< 1M*< 1M#Good
The Bourne Legacy (2012),>= 50M#> 100M*> 100M#Good
Night Catches Us (2010),< 1M#Good
The Imaginarium of Doctor Parnassus (2009),Two months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Scaregivers (2008),< 1M#Good
The Help (2011),3 hours#Two months*Two months#[10M-50M[*[10M-50M[#> 100M*> 100M#Excellent
Kid Glove Killer (1942),[100K-500K[#< 1M*< 1M#Good
Hidden in the Woods (2016),More than six months#[500K-1M[
Tadeo Jones (2004),Less than 15 minutes#More than six months
Morgan Plsson - vrldsreporter (2008),1.5 hours#Two months
Every Little Step (2008),[1M-10M[#Good
A tiro limpio (1963),< 1M#Good
Outsiders (2012),[5K-10K[#< 1M*< 1M#Good
Dead Man on Campus (1998),Three months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
L'inchiesta (2006),More than 3 hours#Three months*Three months#[5M-10M[*[5M-10M[#< 1M*< 1M#Below average
The Road to Romance (1927),[100K-500K[#< 1M*< 1M#Excellent
Revolver (2005),[1M-10M[#Good
Meteor (1979),[10M-50M[#[1M-10M[*[1M-10M[#Below average
Aloft (2014),Two months#[5M-10M[*[5M-10M[#< 1M*< 1M#Below average
Babes in Toyland (1961),[1M-10M[#Good
Branded (1950),< 1M#Good
Stripes (1981),3 hours#Three months*Three months#[5M-10M[*[5M-10M[#[10M-100M[*[10M-100M[#Good
American Flyers (1985),[1M-10M[#Good
Alaturka (2014),Two months#[10K-50K[
Sign: Arsne Lupin (1959),2 hours#Two months
The Curious Case of Benjamin Button (2008),One month#>= 50M*>= 50M#> 100M*> 100M#Good
Twilight (1998),Five months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Hollywood Miles (2015),Three months#[10K-50K[
Liars Club (2001),< 1M#Good
Love Letter (1995),< 1M#Excellent
El laberinto del fauno (2006),2 hours#Four months*Four months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Excellent
Ash Wednesday (2002),< 1M#Below average
Vibes (1988),Three months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Below average
Chelsea on the Rocks (2008),< 1M#Good
97 ga yau hei si (1997),< 1M#Good
The Lockhavens (2009),One month#[10K-50K[
Tierra brutal (1962),< 1M#Below average
Leatherheads (2008),Four months#>= 50M*>= 50M#[10M-100M[*[10M-100M[#Good
28 Hotel Rooms (2012),< 1M#Below average
Stand Up Guys (2012),[10M-50M[#[1M-10M[*[1M-10M[#Good
Anaconda (1997),Four months#[10M-50M[*[10M-50M[#> 100M*> 100M#Below average
Hellraiser: Judgment (2017),One month#[100K-500K[
Unkenrufe (2005),Two months#[1M-5M[
Relative Fear (1994),1.5 hours#Two months*Two months#[1M-5M[
Les rves de Katia (2001),< 1M#Good
Kaij daisens (1965),[1M-10M[#Good
Uralin perhonen (2008),Four months#[100K-500K[
Il fiore sotto gli occhi (1944),1.5 hours#Three months
The Signal (2014),[1M-5M[#< 1M*< 1M#Good
Katyn (2007),2 hours#Four months*Four months#[1M-5M[*[1M-5M[#[10M-100M[*[10M-100M[#Good
Win Win (2011),[1M-10M[#Good
La nia de tus ojos (1998),Two months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Good
Suicide Kids (2009),1.5 hours#One month*One month#[5K-10K[
Spangas op survival (2009),[1M-10M[#Below average
Magnum Force (1973),[10M-100M[#Good
De battre mon coeur s'est arrt (2005),[5M-10M[#[1M-10M[*[1M-10M[#Good
Doragon bru Z: Tobikkiri no saiky tai saiky (1991),> 100M#Good
L'apetta Giulia e la signora Vita (2003),< 1M#Below average
The Gospel According to Philip K. Dick (2001),< 1M#Below average
A Very Bad Day (2009),Two months#[50K-100K[
Hay un camino a la derecha (1953),< 1M#Good
Kaavalan (2011),[1M-5M[#[1M-10M[*[1M-10M[#Good
Date Night (2010),>= 50M#> 100M*> 100M#Good
Ti thay hoa vng trn co xanh (2015),[1M-5M[#[1M-10M[*[1M-10M[#Excellent
Olympic Games (1927),30 minutes#One month
Bondage Surprise for Costumed Heroines (2008),1 hour#Two months
Ceiling Unlimited (2012),Less than a week#[1K-5K[
Clubland (1999),[500K-1M[#< 1M*< 1M#Below average
Spud (2009),30 minutes#Less than a week
Alice's Knaughty Knight (1927),Less than 15 minutes#Three months
Kiss or Kill (1997),[1M-5M[#[1M-10M[*[1M-10M[#Good
The Telephone (1988),< 1M#Below average
Pacific Voyager: The Islands of Fiji (2007),1 hour#Three months
20.13 - Mord im Blitzlicht (2000),Three months#[1M-5M[
Riddle Gawne (1918),1 hour#Two months
The Wrestler (2008),Three months#[5M-10M[*[5M-10M[#[10M-100M[*[10M-100M[#Good
I Do (1921),30 minutes#Two months
Fritt vilt (2006),2 hours#Two months*< 1M#Good
Ambrose Bierce: Civil War Stories (2006),[1M-5M[#< 1M*< 1M#Good
Tibetana (1970),< 1M#Good
Twelve Ones (2005),30 minutes#Two months*Two months#[1K-5K[
Eddie Macon's Run (1983),[1M-10M[#Below average
Stuart Little (1999),Four months#>= 50M*>= 50M#> 100M*> 100M#Below average
Trollsommar (1980),< 1M#Good
Darling (1965),Six months#[100K-500K[*[100K-500K[#[10M-100M[*[10M-100M[#Good
Duck, Duck, Goose! (2005),30 minutes#Less than a week*Less than a week#[10K-50K[
Cartes sur table (1966),< 1M#Good
Bad Dreams (1988),1.5 hours#One month*One month#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Below average
The Adderall Diaries (2015),< 1M#Below average
The Adventures of Baron Munchausen (1988),More than six months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Good
James and the Giant Peach (1996),Two months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Mi ltimo tango (1960),< 1M#Good
The Dark Days (2016),More than six months#[10K-50K[
Labor Pains (2009),1.5 hours#Two months*Two months#[5M-10M[*[5M-10M[#< 1M*< 1M#Below average
Fried Green Tomatoes (1991),Three months#[10M-50M[*[10M-50M[#> 100M*> 100M#Good
Under Our Skin (2008),< 1M#Excellent
The End of Violence (1997),Two months#[1M-5M[*[1M-5M[#< 1M*< 1M#Below average
Don Quijote cabalga de nuevo (1973),< 1M#Good
Hard Rain (1998),Five months#>= 50M*>= 50M#[1M-10M[*[1M-10M[#Below average
All Mortal Flesh (2013),Less than a week#[1K-5K[
2 automnes 3 hivers (2013),< 1M#Good
New Waterford Girl (1999),< 1M#Good
Last Flight (2013),Three months#[1K-5K[
Dead & Buried (1981),Three months#[1M-5M[*[1M-5M[#< 1M*< 1M#Good
Where the Day Takes You (1991),Two months#[1M-5M[*[1M-5M[#< 1M*< 1M#Good
The Night the Lights Went Out in Georgia (1981),[10M-100M[#Good
U.S. Marshals (1998),Four months#>= 50M*>= 50M#[10M-100M[*[10M-100M[#Good
Return Home (2007),Less than 15 minutes#Less than a week*Less than a week#[1K-5K[
Liberty Stands Still (2002),One month#[10M-50M[*[10M-50M[#< 1M*< 1M#Below average
Stupid Cupid (2000),< 1M#Good
Bowfinger (1999),1.5 hours#Four months*Four months#>= 50M*>= 50M#[10M-100M[*[10M-100M[#Good
El Judas (1952),< 1M#Good
Nutcracker (1986),1.5 hours#One month*< 1M#Good
La cesta (1965),< 1M#Below average
Breakup at a Wedding (2013),1.5 hours#One month
Elephant Tales (2006),2 hours#Three months*Three months#[5M-10M[*[5M-10M[#< 1M*< 1M#Below average
Pig in a Poke (1998),30 minutes#More than six months
The Kids Are All Right (2010),One month#[1M-5M[*[1M-5M[#[10M-100M[*[10M-100M[#Good
River of Grass (1994),< 1M#Good
Geeta in Paradise (2009),One month#[50K-100K[
Remix (2008),Two months#[1M-5M[
La Faccia Che Ho (2011),Less than 15 minutes#Two months
Piranha (1978),2 hours#One month*One month#[500K-1M[*[500K-1M[#[10M-100M[*[10M-100M[#Below average
La traviata (1982),[1M-10M[#Good
Zig Zag (2002),< 1M#Good
El amor empieza a medianoche (1974),< 1M#Below average
Vantage Point (2008),[10M-50M[#> 100M*> 100M#Good
Time of the Comet (2008),Two months#[1M-5M[
Sometimes in Life (2008),1.5 hours#One month*One month#[10K-50K[
Bullet to Beijing (1995),3 hours#Five months
Zoolander 2 (2016),[10M-50M[#[10M-100M[*[10M-100M[#Below average
Parnell (1937),[1M-5M[#[1M-10M[*[1M-10M[#Below average
Bandslam (2009),Two months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Good
Freeway II: Confessions of a Trickbaby (1999),1.5 hours#Two months*Two months#[1M-5M[
Bend It Like Beckham (2002),2 hours#Three months*Three months#[1M-5M[*[1M-5M[#[10M-100M[*[10M-100M[#Good
The American Hero Ride (2008),1.5 hours#Two months*Two months#[1K-5K[
Kansas City (1996),Three months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Good
Gene-X (2006),1.5 hours#Two months*Two months#[500K-1M[
Chained Heat (1983),[1M-10M[#Below average
Al Hafla (2013),< 1M#Good
Die Hochzeitsmusiker (1997),1 hour#Three months
... E fuori nevica! (2014),[1M-10M[#Below average
Quills (2000),[10M-50M[#[10M-100M[*[10M-100M[#Good
Regarde la mer (1997),< 1M#Good
NDA - Salassapitosopimus (2005),Two months#[1M-5M[
Galapagos (1999),[10M-100M[#Good
Hype (2008),Less than 15 minutes#Three months*Three months#[1K-5K[
One Night at McCool's (2001),Four months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Good
Caf Leviathan (2016),One month#[5K-10K[
Out of My Head (2016),Less than 15 minutes#Less than a week
Renaissance (2006),[10M-50M[#< 1M*< 1M#Good
Now You See Me 2 (2016),>= 50M#> 100M*> 100M#Good
King Kong 75th Anniversary Tribute (2008),30 minutes#One month
The Long Goodbye (1973),< 1M#Good
Das Sandmnnchen - Abenteuer im Traumland (2010),1.5 hours#Six months
Terje Vigen (1917),1 hour#Four months*Four months#[5K-10K[
Seed of Chucky (2004),Four months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Below average
Il corsaro nero (1971),< 1M#Below average
My Light in Darkness (2014),Less than a week#[50K-100K[
One Among Us (2005),1.5 hours#One month*One month#[100K-500K[
Mirrormask (2005),[1M-5M[#< 1M*< 1M#Good
Without Hope (2007),1 hour#Two months*Two months#[1K-5K[
Dayereh-e zangi (2008),< 1M#Good
Shoot Down (2007),[100K-500K[#< 1M*< 1M#Below average
A Woman Under the Influence (1974),< 1M#Excellent
Gwoemul (2006),[5M-10M[#[10M-100M[*[10M-100M[#Good
The Fixer Uppers (1935),30 minutes#One month
Fightin' Fools (1941),Less than a week#[10K-50K[*[10K-50K[#< 1M*< 1M#Below average
Ah Boys to Men 3: Frogmen (2015),[1M-5M[#[1M-10M[*[1M-10M[#Good
License to Drive (1988),Four months#[5M-10M[*[5M-10M[#[10M-100M[*[10M-100M[#Good
Three Card Draw (2014),One month#[1K-5K[
Pizzs (2001),Two months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Bad
Tickled (2016),< 1M#Good
El amor se mueve (2008),2 hours#Two months
Mic Macs  Tire-Larigot (2009),Five months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Good
Pljacka Treceg rajha (2004),[1M-5M[#< 1M*< 1M#Good
Let Go (2006),30 minutes#Less than a week*Less than a week#[1K-5K[
